filename,predicted_plate,confidence,ca_province,ca_series,ca_number,ca_full,yolo_ms,ocr_ms,total_ms
0444_06204_b.jpg,54-H3 3457,0.8805,True,True,True,True,90.92,52.68,143.61
0446_05976_b.jpg,54-U2 5965,0.703,True,True,True,True,83.58,50.59,134.17
0448_08176_b.jpg,52-U4 0050,0.9085,True,True,True,True,86.1,50.17,136.27
0450_05991_b.jpg,72-01 68682,0.672,True,True,False,False,84.17,54.66,138.84
0453_06762_b.jpg,52-78 5761,0.8657,True,True,True,True,94.31,52.88,147.19
0454_06993_b.jpg,60-Y7 7002,0.9125,True,False,True,False,87.58,50.92,138.51
0454_08363_b.jpg,59-61 86895,0.9908,True,True,True,True,87.93,41.62,129.55
0456_06380_b.jpg,13-M7 3521,0.4858,False,True,True,False,89.13,52.56,141.7
0458_04121_b.jpg,59-52 46039,0.9752,True,True,True,True,91.33,53.29,144.61
0458_06343_b.jpg,29-87 10559,0.8229,True,False,True,False,86.25,53.61,139.86
0459_00316_b.jpg,59-U1 49726,0.6398,True,True,True,True,83.58,48.1,131.68
0459_04862_b.jpg,13-88 0133,0.5982,False,False,True,False,86.15,51.86,138.01
0459_07112_b.jpg,NO_PLATE,0.0,False,False,False,False,82.08,0.0,82.08
0500_08181_b.jpg,59-71 86494,0.8262,True,False,True,False,81.58,52.51,134.09
0501_05229_b.jpg,55-X2 0010,0.7899,True,True,True,True,83.75,51.18,134.93
0502_05172_b.jpg,59-C1 67790,0.9251,True,True,True,True,94.5,57.11,151.61
0502_05391_b.jpg,16-P9 620L,0.7605,True,True,False,False,86.29,50.49,136.78
0502_06635_b.jpg,59-M1 97372,0.6954,True,True,True,True,86.24,53.6,139.85
0502_07225_b.jpg,59-S1 78384,0.7622,True,True,True,True,89.09,47.87,136.96
0503_05760_b.jpg,59-C1 L3685,0.7485,True,True,False,False,90.05,48.23,138.28
0503_06352_b.jpg,77-XT 6391,0.5513,True,False,True,False,86.6,50.36,136.97
0504_05562_b.jpg,54-K8 2567,0.7158,True,False,True,False,82.87,46.08,128.95
0504_05844_b.jpg,59-81 29117,0.9803,True,True,True,True,83.59,44.56,128.15
0504_06601_b.jpg,59-C1 35132,0.9894,True,True,False,False,87.68,48.71,136.39
0505_04350_b.jpg,5971 69592,0.8061,True,False,True,False,83.99,46.43,130.41
0508_05465_b.jpg,59-Y1 60271,0.8936,True,True,True,True,86.0,62.32,148.32
0508_06887_b.jpg,59T1 92715,0.9923,True,True,True,True,87.45,51.23,138.67
0511_02302_b.jpg,59-Y1 67747,0.5557,True,False,True,False,86.92,53.77,140.69
0512_05758_b.jpg,NO_PLATE,0.0,False,False,False,False,87.52,0.0,87.52
0513_08088_b.jpg,79-K1 25990,0.7923,True,False,True,False,87.44,48.03,135.47
0515_01686_b.jpg,54K 0723,0.8227,True,False,False,False,98.0,50.82,148.82
0518_05604_b.jpg,59-01 108861,0.5641,True,True,False,False,87.07,53.11,140.18
0519_02301_b.jpg,59-71 58447,0.9249,True,False,True,False,86.33,53.94,140.28
0519_02575_b.jpg,54-59 2073,0.7343,True,True,True,True,90.22,53.51,143.74
0519_04391_b.jpg,59-52 01079,0.9366,True,True,True,True,89.86,51.62,141.49
0519_04671_b.jpg,94K1 2426,0.9873,True,True,True,True,83.95,54.61,138.56
0519_08310_b.jpg,59-P2 30504,0.3787,True,True,False,False,87.13,47.57,134.7
0520_05115_b.jpg,59-01 5267,0.7295,True,False,False,False,85.98,45.48,131.46
0521_04268_b.jpg,78-N2 5941,0.699,True,True,True,True,93.22,47.82,141.04
